"Time yrs","Temp"
20500,-15.339
20600,-15.255
20700,-15.2
20800,-15.143
20900,-15.041
21000,-15.039
21100,-15.038
21200,-15.033
21300,-15.064
21400,-15.077
21500,-15.063
21600,-15.063
21700,-15.056
21800,-15.009
21900,-14.896
22000,-14.85
22100,-14.784
22200,-14.698
22300,-14.642
22400,-14.624
22500,-14.599
22600,-14.537
22700,-14.496
22800,-14.474
22900,-14.444
23000,-14.463
23100,-14.475
23200,-14.5
23300,-14.503
23400,-14.474
23500,-14.438
23600,-14.365
23700,-14.33
23800,-14.217
23900,-14.058
24000,-13.92
24100,-13.774
24200,-13.667
24300,-13.527
24400,-13.442
24500,-13.356
24600,-13.292
24700,-13.245
24800,-13.237
24900,-13.194
25000,-13.156
25100,-13.156
25200,-13.153
25300,-13.137
25400,-13.125
25500,-13.126
25600,-13.119
25700,-13.114
25800,-13.109
25900,-13.087
26000,-13.043
26100,-13.03
26200,-13.001
26300,-12.949
26400,-12.906
26500,-12.891
26600,-12.882
26700,-12.866
26800,-12.842
26900,-12.795
27000,-12.74
27100,-12.69
27200,-12.627
27300,-12.576
27400,-12.534
27500,-12.494
27600,-12.5
27700,-12.505
27800,-12.512
27900,-12.551
28000,-12.603
28100,-12.684
28200,-12.77
28300,-12.88
28400,-12.99
28500,-13.092
28600,-13.198
28700,-13.299
28800,-13.386
28900,-13.5
29000,-13.56
29100,-13.607
29200,-13.64
29300,-13.67
29400,-13.697
29500,-13.711
29600,-13.733
29700,-13.747
29800,-13.765
29900,-13.807
30000,-13.793
30100,-13.781
30200,-13.756
30300,-13.724
30400,-13.693
30500,-13.643
30600,-13.599
30700,-13.506
30800,-13.393
30900,-13.324
31000,-13.207
31100,-13.09
31200,-12.957
31300,-12.876
31400,-12.792
31500,-12.719
31600,-12.674
31700,-12.641
31800,-12.616
31900,-12.63
32000,-12.648
32100,-12.656
32200,-12.699
32300,-12.708
32400,-12.72
32500,-12.726
32600,-12.685
32700,-12.67
32800,-12.653
32900,-12.656
33000,-12.648
33100,-12.65
33200,-12.665
33300,-12.692
33400,-12.705
33500,-12.72
33600,-12.781
33700,-12.791
33800,-12.811
33900,-12.815
34000,-12.806
34100,-12.792
34200,-12.769
34300,-12.737
34400,-12.711
34500,-12.703
34600,-12.717
34700,-12.718
34800,-12.739
34900,-12.778
35000,-12.788
35100,-12.802
35200,-12.798
35300,-12.797
35400,-12.782
35500,-12.728
35600,-12.67
35700,-12.594
35800,-12.463
35900,-12.332
36000,-12.153
36100,-11.945
36200,-11.769
36300,-11.612
36400,-11.484
36500,-11.396
36600,-11.313
36700,-11.246
36800,-11.222
36900,-11.235
37000,-11.209
37100,-11.233
37200,-11.217
37300,-11.205
37400,-11.174
37500,-11.145
37600,-11.109
37700,-11.083
37800,-11.072
37900,-11.084
38000,-11.089
38100,-11.113
38200,-11.165
38300,-11.228
38400,-11.307
38500,-11.357
38600,-11.412
38700,-11.484
38800,-11.536
38900,-11.61
39000,-11.669
39100,-11.71
39200,-11.743
39300,-11.796
39400,-11.83
39500,-11.891
39600,-11.963
39700,-12.061
39800,-12.183
39900,-12.336
40000,-12.491
40100,-12.679
40200,-12.843
40300,-13.003
40400,-13.147
40500,-13.286
40600,-13.366
40700,-13.42
40800,-13.449
40900,-13.462
41000,-13.41
41100,-13.382
41200,-13.326
41300,-13.273
41400,-13.226
41500,-13.194
41600,-13.167
41700,-13.178
41800,-13.194
41900,-13.248
42000,-13.294
42100,-13.353
42200,-13.389
42300,-13.426
42400,-13.439
42500,-13.434
42600,-13.412
42700,-13.378
42800,-13.342
42900,-13.286
43000,-13.226
43100,-13.17
43200,-13.133
43300,-13.104
43400,-13.097
43500,-13.11
43600,-13.114
43700,-13.126
43800,-13.127
43900,-13.125
44000,-13.103
44100,-13.057
44200,-13.012
44300,-12.966
44400,-12.89
44500,-12.811
44600,-12.703
44700,-12.605
44800,-12.509
44900,-12.399
45000,-12.293
45100,-12.196
45200,-12.111
45300,-12.027
45400,-11.941
45500,-11.86
45600,-11.753
45700,-11.677
45800,-11.571
45900,-11.46
46000,-11.337
46100,-11.2
46200,-11.087
46300,-10.955
46400,-10.872
46500,-10.801
46600,-10.775
46700,-10.768
46800,-10.816
46900,-10.904
47000,-11.018
47100,-11.151
47200,-11.279
47300,-11.419
47400,-11.557
47500,-11.672
47600,-11.767
47700,-11.857
47800,-11.915
47900,-11.954
48000,-11.984
48100,-12.014
48200,-12.032
48300,-12.07
48400,-12.082
48500,-12.117
48600,-12.157
48700,-12.208
48800,-12.253
48900,-12.322
49000,-12.363
49100,-12.431
49200,-12.481
49300,-12.513
49400,-12.506
49500,-12.479
49600,-12.437
49700,-12.362
49800,-12.258
49900,-12.134
50000,-11.995
50100,-11.85
50200,-11.743
50300,-11.625
50400,-11.543
50500,-11.458
50600,-11.415
50700,-11.363
50800,-11.375
50900,-11.375
51000,-11.347
51100,-11.313
51200,-11.291
51300,-11.244
51400,-11.198
51500,-11.172
51600,-11.152
51700,-11.135
51800,-11.107
51900,-11.109
52000,-11.105
52100,-11.087
52200,-11.097
52300,-11.105
52400,-11.112
52500,-11.117
52600,-11.117
52700,-11.113
52800,-11.109
52900,-11.087
53000,-11.032
53100,-10.988
53200,-10.931
53300,-10.884
53400,-10.839
53500,-10.792
53600,-10.766
53700,-10.752
53800,-10.751
53900,-10.79
54000,-10.826
54100,-10.887
54200,-10.952
54300,-11.018
54400,-11.085
54500,-11.167
54600,-11.205
54700,-11.232
54800,-11.243
54900,-11.2
55000,-11.144
55100,-11.083
55200,-11.015
55300,-10.927
55400,-10.83
55500,-10.747
55600,-10.674
55700,-10.619
55800,-10.585
55900,-10.565
56000,-10.573
56100,-10.583
56200,-10.607
56300,-10.626
56400,-10.641
56500,-10.646
56600,-10.644
56700,-10.625
56800,-10.561
56900,-10.54
57000,-10.465
57100,-10.429
57200,-10.397
57300,-10.373
57400,-10.37
57500,-10.4
57600,-10.466
57700,-10.572
57800,-10.708
57900,-10.833
58000,-11.012
58100,-11.168
58200,-11.286
58300,-11.413
58400,-11.471
58500,-11.517
58600,-11.488
58700,-11.428
58800,-11.34
58900,-11.28
59000,-11.24
59100,-11.207
59200,-11.198
59300,-11.208
59400,-11.257
59500,-11.338
59600,-11.449
59700,-11.554
59800,-11.664
59900,-11.781
60000,-11.916
60100,-12.006
60200,-12.104
60300,-12.192
60400,-12.267
60500,-12.358
60600,-12.442
60700,-12.533
60800,-12.656
60900,-12.779
61000,-12.927
61100,-13.049
61200,-13.166
61300,-13.27
61400,-13.293
61500,-13.307
61600,-13.254
61700,-13.149
61800,-12.943
61900,-12.681
62000,-12.454
62100,-12.25
62200,-12.093
62300,-11.94
62400,-11.835
62500,-11.78
62600,-11.781
62700,-11.794
62800,-11.831
62900,-11.857
63000,-11.973
63100,-12.068
63200,-12.188
63300,-12.285
63400,-12.348
63500,-12.417
63600,-12.441
63700,-12.487
63800,-12.522
63900,-12.522
64000,-12.535
64100,-12.521
64200,-12.477
64300,-12.399
64400,-12.271
64500,-12.107
64600,-11.939
64700,-11.732
64800,-11.519
64900,-11.243
65000,-11.042
65100,-10.848
65200,-10.643
65300,-10.486
65400,-10.337
65500,-10.232
65600,-10.174
65700,-10.161
65800,-10.188
65900,-10.227
66000,-10.383
66100,-10.552
66200,-10.724
66300,-10.912
66400,-11.062
66500,-11.214
66600,-11.371
66700,-11.536
66800,-11.701
66900,-11.832
67000,-12.027
67100,-12.184
67200,-12.324
67300,-12.425
67400,-12.509
67500,-12.571
67600,-12.604
67700,-12.572
67800,-12.492
67900,-12.307
68000,-12.146
68100,-11.99
68200,-11.844
68300,-11.67
68400,-11.498
68500,-11.343
68600,-11.213
68700,-11.11
68800,-11
68900,-10.914
69000,-10.889
69100,-10.896
69200,-10.913
69300,-10.941
69400,-10.949
69500,-10.956
69600,-10.975
69700,-10.967
69800,-10.999
69900,-11.026
70000,-11.073
70100,-11.118
70200,-11.155
70300,-11.201
70400,-11.251
70500,-11.278
70600,-11.302
70700,-11.313
70800,-11.313
70900,-11.306
71000,-11.27
71100,-11.219
71200,-11.135
71300,-11.03
71400,-10.922
71500,-10.794
71600,-10.653
71700,-10.528
71800,-10.385
71900,-10.251
72000,-10.13
72100,-10.034
72200,-9.9491
72300,-9.8843
72400,-9.8437
72500,-9.8009
72600,-9.7743
72700,-9.7691
72800,-9.7651
72900,-9.768
73000,-9.7584
73100,-9.7523
73200,-9.7855
73300,-9.8291
73400,-9.8604
73500,-9.9155
73600,-9.9887
73700,-10.056
73800,-10.127
73900,-10.212
74000,-10.262
74100,-10.302
74200,-10.316
74300,-10.313
74400,-10.294
74500,-10.237
74600,-10.176
74700,-10.076
74800,-9.9485
74900,-9.8074
75000,-9.587
75100,-9.3676
75200,-9.1578
75300,-8.9759
75400,-8.806
75500,-8.6679
75600,-8.5443
75700,-8.4577
75800,-8.3974
75900,-8.3966
76000,-8.3648
76100,-8.3531
76200,-8.371
76300,-8.4083
76400,-8.4977
76500,-8.6054
76600,-8.7411
76700,-8.9349
76800,-9.158
76900,-9.4252
77000,-9.6594
77100,-9.9073
77200,-10.13
77300,-10.333
77400,-10.523
77500,-10.679
77600,-10.806
77700,-10.916
77800,-10.991
77900,-11.074
78000,-11.083
78100,-11.085
78200,-11.081
78300,-11.083
78400,-11.082
78500,-11.078
78600,-11.07
78700,-11.051
78800,-11.035
78900,-11.039
79000,-10.981
79100,-10.916
79200,-10.851
79300,-10.815
79400,-10.762
79500,-10.724
79600,-10.679
79700,-10.637
79800,-10.59
79900,-10.559
80000,-10.49
80100,-10.406
80200,-10.335
80300,-10.252
80400,-10.157
80500,-10.055
80600,-9.9418
80700,-9.817
80800,-9.6822
80900,-9.5348
81000,-9.3603
81100,-9.1611
81200,-8.9964
81300,-8.8156
81400,-8.6298
81500,-8.4755
81600,-8.3075
81700,-8.1559
81800,-7.9843
81900,-7.8349
82000,-7.6679
82100,-7.5016
82200,-7.3517
82300,-7.2135
82400,-7.0919
82500,-6.9756
82600,-6.8891
82700,-6.8088
82800,-6.7326
82900,-6.6981
83000,-6.6459
83100,-6.6123
83200,-6.5919
83300,-6.5664
83400,-6.5612
83500,-6.5391
83600,-6.5302
83700,-6.5193
83800,-6.5055
83900,-6.5235
84000,-6.5216
84100,-6.5304
84200,-6.5634
84300,-6.5941
84400,-6.6195
84500,-6.6466
84600,-6.6893
84700,-6.7387
84800,-6.8408
84900,-6.9391
85000,-7.0566
85100,-7.1683
85200,-7.2692
85300,-7.3657
85400,-7.4448
85500,-7.5253
85600,-7.6257
85700,-7.7086
85800,-7.8254
85900,-7.946
86000,-8.1054
86100,-8.2584
86200,-8.4278
86300,-8.602
86400,-8.803
86500,-8.9762
86600,-9.1645
86700,-9.3297
86800,-9.5078
86900,-9.6789
87000,-9.8583
87100,-10.033
87200,-10.189
87300,-10.373
87400,-10.542
87500,-10.697
87600,-10.86
87700,-11.01
87800,-11.156
87900,-11.293
88000,-11.459
88100,-11.591
88200,-11.713
88300,-11.84
88400,-11.931
88500,-12.001
88600,-12.048
88700,-12.07
88800,-12.06
88900,-11.989
89000,-11.936
89100,-11.857
89200,-11.78
89300,-11.687
89400,-11.607
89500,-11.523
89600,-11.441
89700,-11.371
89800,-11.292
89900,-11.196
90000,-11.13
90100,-11.078
90200,-11.014
90300,-10.945
90400,-10.895
90500,-10.844
90600,-10.788
90700,-10.75
90800,-10.708
90900,-10.662
91000,-10.634
91100,-10.632
91200,-10.63
91300,-10.628
91400,-10.62
91500,-10.633
91600,-10.635
91700,-10.634
91800,-10.642
91900,-10.625
92000,-10.637
92100,-10.644
92200,-10.657
92300,-10.647
92400,-10.64
92500,-10.63
92600,-10.591
92700,-10.543
92800,-10.47
92900,-10.37
93000,-10.274
93100,-10.156
93200,-10.031
93300,-9.8955
93400,-9.7495
93500,-9.582
93600,-9.4139
93700,-9.2311
93800,-9.0379
93900,-8.8516
94000,-8.6901
94100,-8.5367
94200,-8.3852
94300,-8.2569
94400,-8.1288
94500,-8.0197
94600,-7.9142
94700,-7.818
94800,-7.7156
94900,-7.6128
95000,-7.5378
95100,-7.4476
95200,-7.3713
95300,-7.3178
95400,-7.2671
95500,-7.2168
95600,-7.1975
95700,-7.1674
95800,-7.1519
95900,-7.1801
96000,-7.1654
96100,-7.1497
96200,-7.1182
96300,-7.0766
96400,-7.0006
96500,-6.9375
96600,-6.8388
96700,-6.7618
96800,-6.6859
96900,-6.6114
97000,-6.5614
97100,-6.5385
97200,-6.5302
97300,-6.5525
97400,-6.5767
97500,-6.6175
97600,-6.6813
97700,-6.7546
97800,-6.8403
97900,-6.9361
98000,-7.0004
98100,-7.0784
98200,-7.1441
98300,-7.2302
98400,-7.3087
98500,-7.397
98600,-7.4872
98700,-7.6189
98800,-7.733
98900,-7.8645
99000,-7.9759
99100,-8.0454
99200,-8.0952
99300,-8.1342
99400,-8.1116
99500,-8.0826
99600,-7.9991
99700,-7.8944
99800,-7.7712
99900,-7.6405
100000,-7.4751
100100,-7.3074
100200,-7.1582
100300,-7.0588
100400,-6.9637
100500,-6.9083
100600,-6.8726
100700,-6.8694
100800,-6.8977
100900,-6.945
101000,-7.0017
101100,-7.0459
101200,-7.0891
101300,-7.1261
101400,-7.1697
101500,-7.2201
101600,-7.2807
101700,-7.353
101800,-7.4424
101900,-7.5617
102000,-7.6773
102100,-7.7706
102200,-7.8707
102300,-7.9659
102400,-8.0347
102500,-8.0526
102600,-8.0559
102700,-8.0182
102800,-7.9315
102900,-7.8208
103000,-7.6655
103100,-7.5265
103200,-7.3954
103300,-7.2918
103400,-7.2175
103500,-7.2093
103600,-7.227
103700,-7.2627
103800,-7.3318
103900,-7.4344
104000,-7.5042
104100,-7.5793
104200,-7.6483
104300,-7.6954
104400,-7.6969
104500,-7.6935
104600,-7.6898
104700,-7.6829
104800,-7.6493
104900,-7.641
105000,-7.594
105100,-7.5793
105200,-7.5452
105300,-7.5235
105400,-7.4926
105500,-7.4706
105600,-7.4244
105700,-7.4111
105800,-7.3619
105900,-7.3038
106000,-7.3037
106100,-7.2769
106200,-7.2351
106300,-7.1992
106400,-7.1892
106500,-7.1965
106600,-7.224
106700,-7.3013
106800,-7.3909
106900,-7.504
107000,-7.7283
107100,-7.924
107200,-8.1104
107300,-8.2919
107400,-8.439
107500,-8.5691
107600,-8.6349
107700,-8.7051
107800,-8.7291
107900,-8.6961
108000,-8.7168
108100,-8.7115
108200,-8.6966
108300,-8.6994
108400,-8.7314
108500,-8.7389
108600,-8.7719
108700,-8.7846
108800,-8.7415
108900,-8.6798
109000,-8.7159
109100,-8.7382
109200,-8.7765
109300,-8.7726
109400,-8.7546
109500,-8.7592
109600,-8.7713
109700,-8.7686
109800,-8.7576
109900,-8.7034
110000,-8.7678
110100,-8.8188
110200,-8.8605
110300,-8.904
110400,-8.9165
110500,-8.9302
110600,-8.9357
110700,-8.9247
110800,-8.9105
110900,-8.8691
111000,-8.9229
111100,-8.9733
111200,-9.0079
111300,-9.0591
111400,-9.0804
111500,-9.1313
111600,-9.1833
111700,-9.23
111800,-9.2694
111900,-9.2717
112000,-9.3404
112100,-9.4166
112200,-9.488
112300,-9.5543
112400,-9.6108
112500,-9.6552
112600,-9.6828
112700,-9.6911
112800,-9.7007
112900,-9.6585
113000,-9.6619
113100,-9.6571
113200,-9.6498
113300,-9.65
113400,-9.6167
113500,-9.5838
113600,-9.5357
113700,-9.4683
113800,-9.3926
113900,-9.2791
114000,-9.2296
114100,-9.1692
114200,-9.1272
114300,-9.0828
114400,-9.0651
114500,-9.0631
114600,-9.0797
114700,-9.0996
114800,-9.127
114900,-9.1543
115000,-9.1807
115100,-9.1883
115200,-9.1959
115300,-9.1847
115400,-9.1389
115500,-9.1022
115600,-9.0483
115700,-8.9858
115800,-8.921
115900,-8.8385
116000,-8.7071
116100,-8.5627
116200,-8.4019
116300,-8.2306
116400,-8.0399
116500,-7.8278
116600,-7.6054
116700,-7.3546
116800,-7.1166
116900,-6.8626
117000,-6.6082
117100,-6.3782
117200,-6.174
117300,-5.9997
117400,-5.8541
117500,-5.7292
117600,-5.6269
117700,-5.5605
117800,-5.5237
117900,-5.5226
118000,-5.534
118100,-5.5704
118200,-5.6201
118300,-5.6837
118400,-5.7377
118500,-5.787
118600,-5.8264
118700,-5.8185
118800,-5.7836
118900,-5.725
119000,-5.5934
119100,-5.4294
119200,-5.2235
119300,-4.9664
119400,-4.6875
119500,-4.3639
119600,-4.0278
119700,-3.6841
119800,-3.341
119900,-2.9925
120000,-2.6443
120100,-2.3146
120200,-1.9966
120300,-1.6871
120400,-1.4018
120500,-1.1204
120600,-0.8488
120700,-0.5857
120800,-0.323
120900,-0.0721
121000,0.1425
121100,0.3171
121200,0.4579
121300,0.5369
121400,0.568
121500,0.5327
121600,0.4279
121700,0.2762
121800,0.0817
121900,-0.133
122000,-0.3457
122100,-0.5361
122200,-0.6843
122300,-0.7938
122400,-0.8531
122500,-0.8519
122600,-0.8065
122700,-0.7152
122800,-0.5902
122900,-0.4365
123000,-0.2772
123100,-0.1174
123200,0.039
123300,0.1864
123400,0.3333
123500,0.4686
123600,0.602
123700,0.7383
123800,0.8785
123900,1.0351
124000,1.204
124100,1.3818
124200,1.5491
124300,1.7092
124400,1.8591
124500,1.9837
124600,2.0891
124700,2.162
124800,2.1878
124900,2.1582
125000,2.0853
125100,1.991
125200,1.8875
125300,1.765
125400,1.6436
125500,1.5281
125600,1.4297
125700,1.3353
125800,1.2735
125900,1.2461
126000,1.275
126100,1.3106
126200,1.3228
126300,1.306
126400,1.2835
126500,1.2159
126600,1.0745
126700,0.8947
126800,0.6582
126900,0.3424
127000,0.0305
127100,-0.2443
127200,-0.5132
127300,-0.7755
127400,-0.9861
127500,-1.1645
127600,-1.2786
127700,-1.3545
127800,-1.3553
127900,-1.3837
128000,-1.418
128100,-1.467
128200,-1.5283
128300,-1.6379
128400,-1.7431
128500,-1.8733
128600,-2.0133
128700,-2.1648
128800,-2.3211
128900,-2.5175
129000,-2.7322
129100,-2.9652
129200,-3.2283
129300,-3.5097
129400,-3.7891
129500,-4.118
129600,-4.4287
129700,-4.7295
129800,-5.0321
129900,-5.2562
130000,-5.5227
130100,-5.7349
130200,-5.919
130300,-6.0477
130400,-6.1374
130500,-6.1766
130600,-6.1898
130700,-6.1071
130800,-5.9939
130900,-5.8146
131000,-5.6483
131100,-5.4823
131200,-5.2975
131300,-5.0766
131400,-4.9095
131500,-4.7581
131600,-4.6124
131700,-4.472
131800,-4.3776
131900,-4.3138
132000,-4.4243
132100,-4.5252
132200,-4.653
132300,-4.7962
132400,-4.9905
132500,-5.1819
132600,-5.3618
132700,-5.5715
132800,-5.7724
132900,-5.9796
133000,-6.343
133100,-6.7098
133200,-7.0657
133300,-7.4112
133400,-7.7164
133500,-7.9812
133600,-8.2026
133700,-8.3988
133800,-8.5412
133900,-8.6682
134000,-8.8844
134100,-9.1037
134200,-9.3524
134300,-9.6012
134400,-9.8254
134500,-10.055
134600,-10.286
134700,-10.503
134800,-10.702
134900,-10.841
135000,-11.08
135100,-11.316
135200,-11.529
135300,-11.722
135400,-11.919
135500,-12.104
135600,-12.244
135700,-12.367
135800,-12.48
135900,-12.558
136000,-12.699
136100,-12.85
136200,-12.922
136300,-12.982
136400,-13.027
136500,-13.021
136600,-12.985
136700,-12.932
136800,-12.853
136900,-12.667
137000,-12.626
137100,-12.552
137200,-12.467
137300,-12.413
137400,-12.403
137500,-12.403
137600,-12.457
137700,-12.526
137800,-12.595
137900,-12.664
138000,-12.806
138100,-12.945
138200,-13.061
138300,-13.168
138400,-13.247
138500,-13.331
138600,-13.392
138700,-13.43
138800,-13.477
138900,-13.476
139000,-13.509
139100,-13.555
139200,-13.614
139300,-13.68
139400,-13.715
139500,-13.766
139600,-13.802
139700,-13.803
139800,-13.821
139900,-13.796
140000,-13.807
140100,-13.787
140200,-13.81
140300,-13.83
140400,-13.827
140500,-13.857
140600,-13.88
140700,-13.904
140800,-13.939
140900,-13.949
141000,-13.986
141100,-14.035
141200,-14.074
141300,-14.085
141400,-14.108
141500,-14.093
141600,-14.076
141700,-14.03
141800,-13.971
141900,-13.885
142000,-13.785
142100,-13.647
142200,-13.491
142300,-13.342
142400,-13.234
142500,-13.093
142600,-12.93
142700,-12.781
142800,-12.657
142900,-12.559
143000,-12.441
143100,-12.361
143200,-12.316
143300,-12.314
143400,-12.333
143500,-12.37
143600,-12.449
143700,-12.552
143800,-12.672
143900,-12.817
144000,-12.917
144100,-13.011
144200,-13.079
144300,-13.139
144400,-13.179
144500,-13.24
144600,-13.325
144700,-13.41
144800,-13.534
144900,-13.679
145000,-13.77
145100,-13.828
145200,-13.892
145300,-13.936
145400,-13.972
145500,-13.985
145600,-13.976
145700,-13.899
145800,-13.807
145900,-13.736
146000,-13.598
146100,-13.453
146200,-13.307
146300,-13.219
146400,-13.159
146500,-13.147
146600,-13.18
146700,-13.215
146800,-13.295
146900,-13.443
147000,-13.551
147100,-13.672
147200,-13.804
147300,-13.943
147400,-14.043
147500,-14.154
147600,-14.282
147700,-14.375
147800,-14.443
147900,-14.554
148000,-14.601
148100,-14.637
148200,-14.66
148300,-14.674
148400,-14.687
148500,-14.689
148600,-14.712
148700,-14.674
148800,-14.638
148900,-14.581
149000,-14.45
149100,-14.315
149200,-14.166
149300,-14.024
149400,-13.882
149500,-13.76
149600,-13.628
149700,-13.553
149800,-13.496
149900,-13.488
150000,-13.506
150100,-13.533
150200,-13.621
150300,-13.674
150400,-13.731
150500,-13.794
150600,-13.859
150700,-13.906
150800,-13.945
150900,-13.968
151000,-13.966
151100,-13.961
151200,-13.946
151300,-13.878
151400,-13.826
151500,-13.776
151600,-13.721
151700,-13.678
151800,-13.625
151900,-13.575
152000,-13.566
152100,-13.505
152200,-13.465
152300,-13.394
152400,-13.278
152500,-13.149
152600,-12.972
152700,-12.753
152800,-12.49
152900,-12.232
153000,-11.971
153100,-11.706
153200,-11.458
153300,-11.245
153400,-11.085
153500,-10.993
153600,-10.948
153700,-10.959
153800,-11.014
153900,-11.071
154000,-11.161
154100,-11.256
154200,-11.336
154300,-11.386
154400,-11.397
154500,-11.378
154600,-11.366
154700,-11.374
154800,-11.381
154900,-11.369
155000,-11.397
155100,-11.446
155200,-11.472
155300,-11.503
155400,-11.531
155500,-11.565
155600,-11.602
155700,-11.563
155800,-11.554
155900,-11.508
156000,-11.485
156100,-11.477
156200,-11.433
156300,-11.378
156400,-11.329
156500,-11.316
156600,-11.303
156700,-11.333
156800,-11.409
156900,-11.515
157000,-11.669
157100,-11.88
157200,-12.059
157300,-12.251
157400,-12.412
157500,-12.575
157600,-12.732
157700,-12.834
157800,-12.907
157900,-12.94
158000,-12.944
158100,-12.917
158200,-12.927
158300,-12.92
158400,-12.936
158500,-12.929
158600,-12.934
158700,-12.904
158800,-12.887
158900,-12.85
159000,-12.854
159100,-12.85
159200,-12.837
159300,-12.849
159400,-12.851
159500,-12.896
159600,-12.922
159700,-12.93
159800,-12.911
159900,-12.877
160000,-12.83
160100,-12.792
160200,-12.753
160300,-12.675
160400,-12.619
160500,-12.579
160600,-12.542
160700,-12.521
160800,-12.514
160900,-12.529
161000,-12.567
161100,-12.578
161200,-12.569
161300,-12.556
161400,-12.563
161500,-12.551
161600,-12.523
161700,-12.512
161800,-12.5
161900,-12.486
162000,-12.466
162100,-12.492
162200,-12.494
162300,-12.508
162400,-12.549
162500,-12.605
162600,-12.705
162700,-12.827
162800,-12.995
162900,-13.16
163000,-13.326
163100,-13.505
163200,-13.641
163300,-13.777
163400,-13.889
163500,-13.988
163600,-14.08
163700,-14.161
163800,-14.201
163900,-14.249
164000,-14.267
164100,-14.308
164200,-14.327
164300,-14.337
164400,-14.349
164500,-14.343
164600,-14.333
164700,-14.327
164800,-14.315
164900,-14.279
165000,-14.214
165100,-14.151
165200,-14.105
165300,-14.065
165400,-14.021
165500,-14.009
165600,-13.996
165700,-13.999
165800,-14.01
165900,-14.024
166000,-14.005
166100,-13.99
166200,-13.928
166300,-13.899
166400,-13.834
166500,-13.762
166600,-13.67
166700,-13.583
166800,-13.473
166900,-13.366
167000,-13.18
167100,-12.994
167200,-12.801
167300,-12.64
167400,-12.452
167500,-12.307
167600,-12.186
167700,-12.089
167800,-12.028
167900,-11.994
168000,-11.934
168100,-11.887
168200,-11.858
